,Title,genres,director_name,actor_name1,actor_name2,actor_name3,genres_director_actor
293,Passing,Drama,Rebecca Hall,Tessa Thompson,Ruth Negga,André Holland,Tessa Thompson Ruth Negga André Holland Rebecca Hall Drama
294,Hypnotic,Thriller Drama Horror,"Matt Angel, Suzanne Coote",Kate Siegel,Jason O'Mara,Dulé Hill,"Kate Siegel Jason O'Mara Dulé Hill Matt Angel, Suzanne Coote Thriller Drama Horror"
295,Antlers,Drama Horror Mystery,Scott Cooper,Keri Russell,Jesse Plemons,Jeremy T. Thomas,Keri Russell Jesse Plemons Jeremy T. Thomas Scott Cooper Drama Horror Mystery
296,Army of Thieves,Crime Comedy,Matthias Schweighöfer,Matthias Schweighöfer,Nathalie Emmanuel,Ruby O. Fee,Matthias Schweighöfer Nathalie Emmanuel Ruby O. Fee Matthias Schweighöfer Crime Comedy
297,A Mouthful of Air,Drama,Amy Koppelman,Amanda Seyfried,Finn Wittrock,Jennifer Carpenter,Amanda Seyfried Finn Wittrock Jennifer Carpenter Amy Koppelman Drama
298,The Souvenir Part II,Drama,Joanna Hogg,Honor Swinton Byrne,Jaygann Ayeh,Richard Ayoade,Honor Swinton Byrne Jaygann Ayeh Richard Ayoade Joanna Hogg Drama
299,Paranormal Activity: Next of Kin,Horror Mystery Thriller,William Eubank,Emily Bader,Roland Buck III,Dan Lippert,Emily Bader Roland Buck III Dan Lippert William Eubank Horror Mystery Thriller
300,The Spine of Night,Animation Fantasy Action Horror,"Philip Gelatt, Morgan Galen King",Richard E. Grant,Lucy Lawless,Patton Oswalt,"Richard E. Grant Lucy Lawless Patton Oswalt Philip Gelatt, Morgan Galen King Animation Fantasy Action Horror"
301,Violet,Drama,Justine Bateman,Olivia Munn,Luke Bracey,Justin Theroux,Olivia Munn Luke Bracey Justin Theroux Justine Bateman Drama
302,Heart of Champions,Drama,Michael Mailer,Michael Shannon,Alexander Ludwig,Charles Melton,Michael Shannon Alexander Ludwig Charles Melton Michael Mailer Drama
303,Eternals,Science Fiction Action Adventure,Chloé Zhao,Gemma Chan,Richard Madden,Kumail Nanjiani,Gemma Chan Richard Madden Kumail Nanjiani Chloé Zhao Science Fiction Action Adventure
304,Red Notice,Action Comedy Crime Thriller,Rawson Marshall Thurber,Dwayne Johnson,Ryan Reynolds,Gal Gadot,Dwayne Johnson Ryan Reynolds Gal Gadot Rawson Marshall Thurber Action Comedy Crime Thriller
305,Finch,Science Fiction Drama Adventure,Miguel Sapochnik,Tom Hanks,Caleb Landry Jones,,
306,Spencer,Drama,Pablo Larraín,Kristen Stewart,Timothy Spall,Jack Farthing,Kristen Stewart Timothy Spall Jack Farthing Pablo Larraín Drama
307,Dangerous,Action Thriller,David Hackl,Mel Gibson,Scott Eastwood,Tyrese Gibson,Mel Gibson Scott Eastwood Tyrese Gibson David Hackl Action Thriller
308,Love Hard,Comedy Romance,Hernán Jiménez,Nina Dobrev,Jimmy O. Yang,Darren Barnet,Nina Dobrev Jimmy O. Yang Darren Barnet Hernán Jiménez Comedy Romance
309,The Beta Test,Thriller Horror Comedy,"Jim Cummings, PJ McCabe (directors/screenplay); Jim Cummings, Virginia Newcomb, PJ McCabe, Jessie Barr",Jim Cummings,Virginia Newcomb,PJ McCabe,"Jim Cummings Virginia Newcomb PJ McCabe Jim Cummings, PJ McCabe (directors/screenplay); Jim Cummings, Virginia Newcomb, PJ McCabe, Jessie Barr Thriller Horror Comedy"
310,Clifford the Big Red Dog,Family Adventure Comedy Fantasy,Walt Becker,Jack Whitehall,Darby Camp,Tony Hale,Jack Whitehall Darby Camp Tony Hale Walt Becker Family Adventure Comedy Fantasy
311,"Tick, Tick... Boom!",Drama Music,Lin-Manuel Miranda,Andrew Garfield,Alexandra Shipp,Robin de Jesús,Andrew Garfield Alexandra Shipp Robin de Jesús Lin-Manuel Miranda Drama Music
312,Home Sweet Home Alone,Comedy Crime Family,Dan Mazer,Ellie Kemper,Rob Delaney,Archie Yates,Ellie Kemper Rob Delaney Archie Yates Dan Mazer Comedy Crime Family
313,Apex,Action Thriller Science Fiction,Edward John Drake,Neal McDonough,Bruce Willis,,
314,The Power of the Dog,Drama History Western,Jane Campion,Benedict Cumberbatch,Kirsten Dunst,Jesse Plemons,Benedict Cumberbatch Kirsten Dunst Jesse Plemons Jane Campion Drama History Western
315,Bruised,Drama,Halle Berry,Halle Berry,Shamier Anderson,Adan Canto,Halle Berry Shamier Anderson Adan Canto Halle Berry Drama
316,The Princess Switch 3: Romancing the Star,Romance Comedy,Michael Rohl,Vanessa Hudgens,Sam Palladio,Nick Sagar,Vanessa Hudgens Sam Palladio Nick Sagar Michael Rohl Romance Comedy
317,Ghostbusters: Afterlife,Fantasy Comedy Adventure,Jason Reitman,Carrie Coon,Finn Wolfhard,Mckenna Grace,Carrie Coon Finn Wolfhard Mckenna Grace Jason Reitman Fantasy Comedy Adventure
318,King Richard,Drama History,Reinaldo Marcus Green,Will Smith,Aunjanue Ellis,Saniyya Sidney,Will Smith Aunjanue Ellis Saniyya Sidney Reinaldo Marcus Green Drama History
319,Extinct,Animation Comedy Family Adventure,"David Silverman, Raymond S. Persi",Adam DeVine,Rachel Bloom,Zazie Beetz,"Adam DeVine Rachel Bloom Zazie Beetz David Silverman, Raymond S. Persi Animation Comedy Family Adventure"
320,C'mon C'mon,Drama,Mike Mills,Joaquin Phoenix,Gaby Hoffmann,Woody Norman,Joaquin Phoenix Gaby Hoffmann Woody Norman Mike Mills Drama
321,Black Friday,Horror Comedy Science Fiction,Casey Tebo,Devon Sawa,Ivana Baquero,Ryan Lee,Devon Sawa Ivana Baquero Ryan Lee Casey Tebo Horror Comedy Science Fiction
322,Zeros and Ones,War Thriller,Abel Ferrara,Ethan Hawke,Valerio Mastandrea,,
323,Friend of the World,Comedy Science Fiction Horror,Brian Patrick Butler,Nick Young,Alexandra Slade,Michael C. Burgess,Nick Young Alexandra Slade Michael C. Burgess Brian Patrick Butler Comedy Science Fiction Horror
324,Encanto,Animation Comedy Family Fantasy,"Byron Howard, Jared Bush, Chasire Castro Smith",Stephanie Beatriz,María Cecilia Botero,John Leguizamo,"Stephanie Beatriz María Cecilia Botero John Leguizamo Byron Howard, Jared Bush, Chasire Castro Smith Animation Comedy Family Fantasy"
325,House of Gucci,Drama Crime History,Ridley Scott,Lady Gaga,Adam Driver,Jared Leto,Lady Gaga Adam Driver Jared Leto Ridley Scott Drama Crime History
326,The Unforgivable,Drama Crime,Nora Fingscheidt,Sandra Bullock,Vincent D'Onofrio,Jon Bernthal,Sandra Bullock Vincent D'Onofrio Jon Bernthal Nora Fingscheidt Drama Crime
327,Resident Evil: Welcome to Raccoon City,Horror Science Fiction Action,Johannes Roberts,Kaya Scodelario,Hannah John-Kamen,Robbie Amell,Kaya Scodelario Hannah John-Kamen Robbie Amell Johannes Roberts Horror Science Fiction Action
328,8-Bit Christmas,Family Comedy,Michael Dowse,Neil Patrick Harris,Winslow Fegley,June Diane Raphael,Neil Patrick Harris Winslow Fegley June Diane Raphael Michael Dowse Family Comedy
329,The Humans,Drama,Stephen Karam,Richard Jenkins,Jayne Houdyshell,Amy Schumer,Richard Jenkins Jayne Houdyshell Amy Schumer Stephen Karam Drama
330,South Park: Post Covid,Animation Comedy TV Movie,Trey Parker,Matt Stone,Mona Marshall,Kimberly Brooks,Matt Stone Mona Marshall Kimberly Brooks Trey Parker Animation Comedy TV Movie
331,Licorice Pizza,Drama Comedy,Paul Thomas Anderson,Alana Haim,Cooper Hoffman,Sean Penn,Alana Haim Cooper Hoffman Sean Penn Paul Thomas Anderson Drama Comedy
332,Single All the Way,Romance Comedy,Michael Mayer,Michael Urie,Philemon Chambers,Luke Macfarlane,Michael Urie Philemon Chambers Luke Macfarlane Michael Mayer Romance Comedy
333,Back to the Outback,Animation Family Adventure Comedy,Clare Knight,Isla Fisher,Tim Minchin,Eric Bana,Isla Fisher Tim Minchin Eric Bana Clare Knight Animation Family Adventure Comedy
334,Diary of a Wimpy Kid,Animation Comedy Family,Swinton O. Scott III,Brady Noon,Ethan William Childress,Chris Diamantopoulos,Brady Noon Ethan William Childress Chris Diamantopoulos Swinton O. Scott III Animation Comedy Family
335,Encounter,Science Fiction Mystery Thriller Drama,Michael Pierce,Riz Ahmed,Octavia Spencer,Janina Gavankar,Riz Ahmed Octavia Spencer Janina Gavankar Michael Pierce Science Fiction Mystery Thriller Drama
336,Mixtape,Comedy Family,Valerie Weiss,Gemma Brooke Allen,Jackson Rathbone,Nick Thune,Gemma Brooke Allen Jackson Rathbone Nick Thune Valerie Weiss Comedy Family
337,Deadlock,Action Thriller,Jared Cohn,Patrick Muldoon,Bruce Willis,Matthew Marsden,Patrick Muldoon Bruce Willis Matthew Marsden Jared Cohn Action Thriller
338,West Side Story,Drama Romance Crime,Steven Spielberg,Ansel Elgort,Rachel Zegler,Ariana DeBose,Ansel Elgort Rachel Zegler Ariana DeBose Steven Spielberg Drama Romance Crime
339,Don't Look Up,Science Fiction Comedy Drama,Adam McKay,Leonardo DiCaprio,Jennifer Lawrence,Rob Morgan,Leonardo DiCaprio Jennifer Lawrence Rob Morgan Adam McKay Science Fiction Comedy Drama
340,National Champions,Drama,Ric Roman Waugh,Stephan James,J. K. Simmons,Alexander Ludwig,Stephan James J. K. Simmons Alexander Ludwig Ric Roman Waugh Drama
341,Being the Ricardos,Drama History,Aaron Sorkin,Nicole Kidman,Javier Bardem,J. K. Simmons,Nicole Kidman Javier Bardem J. K. Simmons Aaron Sorkin Drama History
342,Red Rocket,Comedy Drama,Sean Baker,Simon Rex,Bree Elrod,Suzanna Son,Simon Rex Bree Elrod Suzanna Son Sean Baker Comedy Drama
343,The Hating Game,Romance Comedy,Peter Hutchings,Lucy Hale,Austin Stowell,Damon Daunno,Lucy Hale Austin Stowell Damon Daunno Peter Hutchings Romance Comedy
344,Rumble,Animation Family,Hamish Grieve,Will Arnett,Terry Crews,Geraldine Viswanathan,Will Arnett Terry Crews Geraldine Viswanathan Hamish Grieve Animation Family
345,South Park: Post Covid: The Return of Covid,Animation Comedy TV Movie,Trey Parker,Matt Stone,Mona Marshall,Kimberly Brooks,Matt Stone Mona Marshall Kimberly Brooks Trey Parker Animation Comedy TV Movie
346,Spider-Man: No Way Home,Action Adventure Science Fiction,Jon Watts,Tom Holland,Benedict Cumberbatch,Zendaya,Tom Holland Benedict Cumberbatch Zendaya Jon Watts Action Adventure Science Fiction
347,Nightmare Alley,Thriller,Guillermo del Toro,Bradley Cooper,Cate Blanchett,Toni Collette,Bradley Cooper Cate Blanchett Toni Collette Guillermo del Toro Thriller
348,The Lost Daughter,Drama,Maggie Gyllenhaal,Olivia Colman,Dakota Johnson,Jessie Buckley,Olivia Colman Dakota Johnson Jessie Buckley Maggie Gyllenhaal Drama
349,Swan Song,Comedy Drama,Benjamin Cleary,Mahershala Ali,Naomie Harris,Glenn Close,Mahershala Ali Naomie Harris Glenn Close Benjamin Cleary Comedy Drama
350,The Tender Bar,Drama,George Clooney,Ben Affleck,Tye Sheridan,Lily Rabe,Ben Affleck Tye Sheridan Lily Rabe George Clooney Drama
351,Mother/Android,Science Fiction Thriller,Mattson Tomlin,Chloë Grace Moretz,Algee Smith,Raúl Castillo,Chloë Grace Moretz Algee Smith Raúl Castillo Mattson Tomlin Science Fiction Thriller
352,Fortress,Action Thriller Crime,James Cullen Bressack,Jesse Metcalfe,Bruce Willis,Chad Michael Murray,Jesse Metcalfe Bruce Willis Chad Michael Murray James Cullen Bressack Action Thriller Crime
353,Sing 2,Animation Family,Garth Jennings,Matthew McConaughey,Reese Witherspoon,Scarlett Johansson,Matthew McConaughey Reese Witherspoon Scarlett Johansson Garth Jennings Animation Family
354,The Matrix Resurrections,Science Fiction Action Adventure,Lana Wachowski,Keanu Reeves,Carrie-Anne Moss,Yahya Abdul-Mateen II,Keanu Reeves Carrie-Anne Moss Yahya Abdul-Mateen II Lana Wachowski Science Fiction Action Adventure
355,The King's Man,Action Adventure Thriller War Mystery,Matthew Vaughn,Ralph Fiennes,Gemma Arterton,Rhys Ifans,Ralph Fiennes Gemma Arterton Rhys Ifans Matthew Vaughn Action Adventure Thriller War Mystery
356,The Tragedy of Macbeth,Drama War,Joel Coen,Denzel Washington,Frances McDormand,Bertie Carvel,Denzel Washington Frances McDormand Bertie Carvel Joel Coen Drama War
357,A Journal for Jordan,Drama Romance,Denzel Washington,Michael B. Jordan,Chanté Adams,Jalon Christian,Michael B. Jordan Chanté Adams Jalon Christian Denzel Washington Drama Romance
358,American Underdog,Drama,Erwin brothers,Zachary Levi,Anna Paquin,Dennis Quaid,Zachary Levi Anna Paquin Dennis Quaid Erwin brothers Drama
359,Memoria,Drama,"Apichatpong Weerasethakul (director/acreenplay); Tilda Swinton, Elkin Díaz, Jeanne Balibar, Juan Pablo Urrego, Daniel Giménez Cacho",Apichatpong Weerasethakul (director/acreenplay); Tilda Swinton,Elkin Díaz,Jeanne Balibar,"Apichatpong Weerasethakul (director/acreenplay); Tilda Swinton Elkin Díaz Jeanne Balibar Apichatpong Weerasethakul (director/acreenplay); Tilda Swinton, Elkin Díaz, Jeanne Balibar, Juan Pablo Urrego, Daniel Giménez Cacho Drama"
360,,Drama,nan,nan,,,
